,Actual Classifcation,Predicted Classification,a,b,c
137,1.0,1,1.3,-92.80072,0.0
138,1.0,1,0.8916083916083916,-96.60034,0.0
139,1.0,1,2.1895104895104898,70.20298,0.0
140,1.0,1,1.4762237762237762,-85.40146,0.0
141,1.0,1,1.6272727272727274,40.20598,0.0
142,1.0,1,0.7041958041958042,-65.0035,0.0
143,1.0,1,2.3545454545454545,-13.208680000000001,0.0
144,1.0,1,1.5797202797202798,-91.60084,0.0
145,1.0,1,0.4664335664335665,49.205079999999995,0.0
146,1.0,1,1.4286713286713288,-42.40576,0.0
147,1.0,1,1.674825174825175,-48.0052,0.0
148,1.0,1,1.4454545454545455,-54.0046,0.0
149,1.0,1,0.12237762237762238,71.0029,0.0
150,1.0,1,1.1853146853146854,7.40926,0.0
151,1.0,1,0.4720279720279721,56.0044,0.0
152,1.0,1,1.3811188811188813,-74.0026,0.0
153,1.0,1,1.8986013986013988,28.0072,0.0
154,1.0,1,1.011888111888112,68.20318,0.0
155,1.0,1,0.7293706293706294,-89.00110000000001,0.0
156,1.0,1,1.1685314685314687,67.40326,0.0
157,1.0,1,0.5671328671328671,47.80522,0.0
158,1.0,1,2.555944055944056,-5.009500000000003,0.0
159,1.0,1,2.3265734265734266,43.0057,0.0
160,1.0,1,1.9461538461538463,76.80232,0.0
161,1.0,1,1.437062937062937,85.40146,0.0
162,1.0,1,2.790909090909091,-69.80302,0.0
163,1.0,1,0.693006993006993,-95.60044,0.0
164,1.0,1,1.7867132867132869,19.40806,0.0
165,1.0,1,2.295804195804196,-93.40066,0.0
166,1.0,1,0.49720279720279725,-84.40156,0.0
167,1.0,1,1.246853146853147,-54.804520000000004,0.0
168,1.0,1,2.3349650349650353,92.60074,0.0
169,1.0,1,1.6160839160839162,12.208779999999999,0.0
170,1.0,1,1.0370629370629372,46.20538,0.0
171,1.0,1,2.807692307692308,33.406659999999995,0.0
172,1.0,1,2.3713286713286714,-4.409559999999999,0.0
173,1.0,1,1.176923076923077,-83.60164,0.0
174,1.0,3,0.8216783216783217,-44.80552,0.0
175,1.0,1,2.348951048951049,-51.40486,0.0
176,1.0,1,1.03986013986014,54.004599999999996,0.0
177,1.0,1,0.30419580419580416,98.0002,0.0
178,1.0,1,0.609090909090909,92.80072,0.0
179,1.0,1,0.3321678321678322,94.80052,0.0
180,1.0,1,1.3587412587412588,73.60264000000001,0.0
181,1.0,1,2.1055944055944056,-20.80792000000001,0.0
182,1.0,1,1.1041958041958042,-4.809520000000006,0.0
183,1.0,1,0.6342657342657343,15.60844,0.0
184,1.0,1,2.4496503496503497,-35.20648,0.0
185,1.0,1,0.23986013986013988,-12.208780000000004,0.0
186,1.0,1,1.9125874125874127,-30.20698,0.0
187,1.0,1,1.5405594405594407,-45.20548,0.0
188,1.0,1,0.9839160839160839,-78.60214,0.0
189,1.0,1,2.679020979020979,-68.00319999999999,0.0
190,1.0,1,1.316783216783217,-31.206879999999998,0.0
191,1.0,1,1.7139860139860141,-20.207980000000006,0.0
192,1.0,1,2.5111888111888114,-8.40916,0.0
193,1.0,1,1.9181818181818182,-6.409360000000007,0.0
194,1.0,1,1.548951048951049,8.40916,0.0
195,1.0,1,0.637062937062937,-78.20218,0.0
196,1.0,1,1.0202797202797202,-63.20368,0.0
197,1.0,1,2.2762237762237763,17.408260000000002,0.0
198,1.0,1,0.17552447552447553,-99.80002,0.0
199,1.0,5,0.9279720279720279,14.40856,0.0
200,1.0,1,1.3251748251748252,-18.40816000000001,0.0
201,1.0,1,2.7713286713286713,-72.00280000000001,0.0
202,1.0,1,0.18111888111888114,-40.205980000000004,0.0
203,1.0,1,2.058041958041958,67.20328,0.0
204,1.0,5,0.8608391608391608,87.0013,0.0
205,1.0,1,0.16153846153846155,-79.20208,0.0
206,1.0,1,0.6622377622377622,86.20138,0.0
207,1.0,1,0.8468531468531468,-79.40206,0.0
208,1.0,1,2.832867132867133,-89.40106,0.0
209,1.0,5,0.8748251748251749,79.80202,0.0
210,1.0,1,2.3461538461538463,36.0064,0.0
211,1.0,1,0.9895104895104895,-66.20338000000001,0.0
212,1.0,1,1.6552447552447553,29.0071,0.0
213,1.0,1,0.25384615384615383,-62.0038,0.0
214,1.0,3,0.7601398601398601,-55.40446,0.0
215,1.0,1,2.7293706293706292,18.408160000000002,0.0
216,1.0,1,1.4958041958041959,-95.40046,0.0
217,1.0,1,1.3531468531468533,54.40456,0.0
218,1.0,1,2.0552447552447553,31.20688,0.0
219,1.0,1,2.153146853146853,45.80542,0.0
220,1.0,1,0.9475524475524475,-50.20498,0.0
221,1.0,1,1.2664335664335664,-19.408060000000006,0.0
222,1.0,5,0.8356643356643356,91.40086,0.0
223,1.0,1,0.2062937062937063,75.20248000000001,0.0
224,1.0,1,2.183916083916084,20.80792,0.0
225,1.0,1,1.6972027972027972,-38.40616,0.0
226,1.0,1,1.9741258741258743,-46.0054,0.0
227,1.0,1,1.7503496503496505,-18.808120000000002,0.0
228,1.0,1,1.1069930069930072,-35.606440000000006,0.0
229,1.0,1,2.4272727272727272,6.009399999999999,0.0
230,1.0,1,2.7237762237762237,51.0049,0.0
231,1.0,1,2.1251748251748253,-56.60434,0.0
232,1.0,1,1.6216783216783217,33.20668,0.0
233,1.0,1,2.6314685314685318,-0.6099400000000088,0.0
234,1.0,1,1.893006993006993,15.80842,0.0
235,1.0,1,2.3405594405594408,-59.604040000000005,0.0
236,1.0,1,1.2692307692307694,-33.80662000000001,0.0
237,1.0,1,1.2524475524475525,54.20457999999999,0.0
238,1.0,1,1.4874125874125874,-48.605140000000006,0.0
239,1.0,1,1.825874125874126,-77.40226,0.0
240,1.0,1,2.320979020979021,-73.0027,0.0
241,1.0,1,1.9265734265734267,14.20858,0.0
242,1.0,1,0.8972027972027972,-66.40335999999999,0.0
243,1.0,1,2.8664335664335665,-55.204480000000004,0.0
244,1.0,1,2.754545454545455,-98.60014,0.0
245,1.0,1,0.11678321678321679,8.60914,0.0
246,1.0,1,1.2944055944055946,-68.20318,0.0
247,1.0,1,1.5321678321678323,23.80762,0.0
248,1.0,1,2.376923076923077,35.20648,0.0
249,1.0,1,0.7405594405594406,-13.408659999999998,0.0
250,1.0,1,2.7685314685314686,84.20158,0.0
251,1.0,1,2.6986013986013986,-34.806520000000006,0.0
252,1.0,1,1.906993006993007,-81.60184,0.0
253,1.0,1,1.5181818181818183,-27.80722,0.0
254,1.0,3,0.7937062937062936,-27.0073,0.0
255,1.0,1,1.8566433566433567,-30.60694000000001,0.0
256,1.0,1,1.5545454545454547,-3.4096600000000024,0.0
257,1.0,1,2.3097902097902097,13.0087,0.0
258,1.0,1,2.3293706293706293,-23.607640000000004,0.0
259,1.0,1,2.6426573426573428,-72.40276,0.0
260,1.0,1,1.976923076923077,-35.40646000000001,0.0
261,1.0,1,2.0636363636363635,48.005199999999995,0.0
262,1.0,1,2.3993006993006993,-50.40496,0.0
263,1.0,1,1.686013986013986,78.40216,0.0
264,1.0,1,2.460839160839161,85.80142000000001,0.0
265,1.0,1,2.6538461538461537,-79.0021,0.0
266,1.0,1,1.0482517482517484,26.60734,0.0
267,1.0,3,0.8160839160839161,-23.80762,0.0
268,1.0,1,1.7363636363636366,-17.008300000000006,0.0
269,1.0,1,2.251048951048951,-8.809120000000007,0.0
270,1.0,1,1.6832167832167833,74.60254,0.0
271,1.0,1,1.7531468531468533,-33.60664,0.0
272,1.0,1,1.0006993006993008,-7.209280000000007,0.0
273,1.0,1,2.4860139860139863,-17.60824000000001,0.0
274,1.0,1,1.590909090909091,-51.80482,0.0
275,1.0,1,0.9195804195804196,-20.00800000000001,0.0
276,1.0,1,1.8650349650349651,-90.40096,0.0
277,1.0,1,1.1545454545454545,-20.60794,0.0
278,1.0,1,1.6104895104895105,39.40606,0.0
279,1.0,1,0.14195804195804196,25.60744,0.0
280,1.0,1,1.7895104895104896,-37.20628,0.0
281,1.0,1,0.3909090909090909,-22.20778,0.0
282,1.0,1,1.83986013986014,-77.20228,0.0
283,1.0,1,0.3265734265734266,-15.408460000000005,0.0
284,1.0,1,2.7265734265734265,51.204879999999996,0.0
285,1.0,1,2.7013986013986013,86.60134000000001,0.0
286,1.0,1,2.7321678321678324,-64.40356,0.0
287,1.0,1,1.783916083916084,47.0053,0.0
288,1.0,1,2.3965034965034966,-86.80132,0.0
289,1.0,1,1.6300699300699302,-82.40176,0.0
290,1.0,1,2.6202797202797203,82.0018,0.0
291,1.0,5,0.9251748251748252,24.0076,0.0
292,1.0,1,0.5811188811188811,56.40436,0.0
293,1.0,1,0.3797202797202798,-64.60354000000001,0.0
294,1.0,1,0.5167832167832168,57.00429999999999,0.0
295,1.0,1,1.551748251748252,-39.806020000000004,0.0
296,1.0,1,2.734965034965035,93.0007,0.0
297,1.0,1,1.658041958041958,36.40636,0.0
298,1.0,1,0.5895104895104896,34.80652,0.0
299,1.0,1,2.111188811188811,61.60384,0.0
300,1.0,1,1.688811188811189,-37.80622,0.0
301,1.0,1,0.46923076923076923,82.80172,0.0
302,1.0,1,2.897202797202797,-38.0062,0.0
303,1.0,1,2.681818181818182,48.805119999999995,0.0
304,1.0,1,0.9447552447552447,-84.60154,0.0
305,1.0,1,1.0622377622377623,16.208380000000002,0.0
306,1.0,1,0.1979020979020979,-31.806820000000002,0.0
307,1.0,1,2.802097902097902,68.80312,0.0
308,1.0,1,2.516783216783217,-14.408560000000008,0.0
309,1.0,1,0.23426573426573427,91.60084,0.0
310,1.0,1,2.5923076923076924,11.808819999999999,0.0
311,1.0,1,1.1937062937062939,-32.80672,0.0
312,1.0,1,2.544755244755245,-34.006600000000006,0.0
313,1.0,1,2.597902097902098,6.2093799999999995,0.0
314,1.0,1,2.63986013986014,-39.0061,0.0
315,1.0,1,1.1601398601398603,13.60864,0.0
316,1.0,1,2.7993006993006992,90.80092,0.0
317,1.0,1,1.7223776223776224,-18.20818,0.0
318,1.0,3,0.7657342657342657,-15.208480000000009,0.0
319,1.0,1,2.0888111888111887,-3.209680000000006,0.0
320,1.0,1,1.7615384615384617,-12.008800000000008,0.0
321,1.0,1,0.7237762237762237,53.40465999999999,0.0
322,1.0,1,1.4902097902097904,9.20908,0.0
323,1.0,1,1.0538461538461539,-100.0,0.0
324,1.0,1,2.6622377622377624,88.80112,0.0
325,1.0,5,0.8496503496503496,24.80752,0.0
326,1.0,1,2.323776223776224,-71.40286,0.0
327,1.0,1,2.776923076923077,29.60704,0.0
328,1.0,1,1.3027972027972028,-29.607039999999998,0.0
329,1.0,1,1.079020979020979,-52.20478,0.0
330,1.0,1,0.5755244755244755,-69.0031,0.0
331,1.0,1,2.463636363636364,64.80352,0.0
332,1.0,1,1.36993006993007,-76.20238,0.0
333,1.0,1,2.0356643356643356,28.40716,0.0
334,1.0,1,1.1265734265734266,43.605639999999994,0.0
335,1.0,1,2.1643356643356646,-43.805620000000005,0.0
336,1.0,1,1.8902097902097903,-72.80272,0.0
337,1.0,1,2.127972027972028,-41.405860000000004,0.0
338,1.0,1,1.6356643356643357,97.40026,0.0
339,1.0,1,2.7125874125874128,-58.20418,0.0
340,1.0,1,2.2314685314685314,38.40615999999999,0.0
341,1.0,1,1.8006993006993008,82.40176,0.0
342,1.0,1,0.44405594405594406,81.40186,0.0
343,1.0,1,2.4972027972027973,-19.0081,0.0
344,1.0,1,1.7755244755244757,-85.20148,0.0
345,1.0,1,0.6314685314685314,-1.809820000000002,0.0
346,1.0,1,1.5097902097902098,8.20918,0.0
347,1.0,1,1.0034965034965035,98.40016,0.0
348,1.0,1,2.5755244755244755,-14.808520000000001,0.0
349,1.0,1,1.4566433566433568,-2.609740000000002,0.0
350,1.0,1,2.2286713286713287,-7.60924,0.0
351,1.0,1,1.7055944055944057,-81.80181999999999,0.0
352,1.0,1,1.2244755244755245,-85.0015,0.0
353,1.0,1,0.6762237762237762,-5.809420000000003,0.0
354,1.0,1,1.1657342657342658,17.808220000000002,0.0
355,1.0,1,1.8622377622377624,-28.007199999999997,0.0
356,1.0,1,2.3853146853146856,16.608340000000002,0.0
357,1.0,1,2.541958041958042,76.20238,0.0
358,1.0,1,1.8062937062937063,93.80062,0.0
359,1.0,1,1.4174825174825176,99.40006,0.0
360,1.0,1,0.5503496503496503,32.80672,0.0
361,1.0,1,0.24825174825174826,86.0014,0.0
362,1.0,1,0.7097902097902098,-76.60234,0.0
363,1.0,1,2.43006993006993,-64.0036,0.0
364,1.0,1,2.458041958041958,2.6097399999999995,0.0
365,1.0,1,0.5475524475524476,66.20338,0.0
366,1.0,1,0.4244755244755245,30.20698,0.0
367,1.0,1,1.920979020979021,28.20718,0.0
368,1.0,1,2.4384615384615387,28.60714,0.0
369,1.0,1,2.8692307692307693,95.60044,0.0
370,1.0,1,2.7937062937062938,91.80082,0.0
371,1.0,1,1.6944055944055945,-55.0045,0.0
372,1.0,1,0.7741258741258741,33.60664,0.0
373,1.0,1,0.14755244755244756,-15.808419999999998,0.0
374,1.0,1,0.4944055944055944,60.004,0.0
375,1.0,1,0.5783216783216784,26.80732,0.0
376,1.0,1,2.365734265734266,26.20738,0.0
377,1.0,1,1.0062937062937063,80.60194,0.0
378,1.0,1,2.8524475524475523,-36.40636,0.0
379,1.0,1,2.7517482517482517,-98.0002,0.0
380,1.0,1,0.9503496503496504,-14.008600000000001,0.0
381,1.0,1,1.4790209790209792,-54.20458,0.0
382,1.0,1,0.7265734265734266,18.808120000000002,0.0
383,1.0,1,1.6496503496503498,35.406459999999996,0.0
384,1.0,5,0.9391608391608391,52.20477999999999,0.0
385,1.0,1,1.1741258741258742,-75.20248000000001,0.0
386,1.0,1,2.1335664335664335,72.40276,0.0
387,1.0,1,2.6454545454545455,61.003899999999994,0.0
388,1.0,1,0.33496503496503494,-54.404560000000004,0.0
389,1.0,1,0.6734265734265734,-77.60224,0.0
390,1.0,1,1.5937062937062938,-89.60104,0.0
391,1.0,1,0.1867132867132867,-55.604440000000004,0.0
392,1.0,1,0.4300699300699301,87.60124,0.0
393,1.0,1,2.1475524475524477,17.008300000000002,0.0
394,1.0,1,1.5713286713286714,55.20448,0.0
395,1.0,1,2.2566433566433566,-91.80082,0.0
396,1.0,1,0.6454545454545454,5.809419999999999,0.0
397,1.0,1,2.5,-87.0013,0.0
398,1.0,1,0.6706293706293706,99.80002,0.0
399,1.0,1,2.141958041958042,-88.60114,0.0
400,1.0,1,0.6678321678321678,57.404259999999994,0.0
401,1.0,1,2.1671328671328673,-11.808819999999997,0.0
402,1.0,1,2.525174825174825,-30.406959999999998,0.0
403,1.0,1,1.8594405594405596,-26.20738,0.0
404,1.0,1,0.3881118881118881,74.40256000000001,0.0
405,1.0,1,2.8244755244755244,-76.0024,0.0
406,1.0,1,1.1013986013986015,22.20778,0.0
407,1.0,1,2.0104895104895104,73.40266,0.0
408,1.0,1,0.2566433566433567,-41.805820000000004,0.0
409,1.0,1,0.17832167832167833,-9.809020000000004,0.0
410,1.0,1,0.35734265734265735,55.60444,0.0
411,1.0,1,2.3181818181818183,-10.608940000000004,0.0
412,1.0,1,1.4650349650349652,-67.80322000000001,0.0
413,1.0,1,2.0608391608391607,53.80461999999999,0.0
414,1.0,1,0.13076923076923078,-63.40366,0.0
415,1.0,1,2.234265734265734,-25.40746,0.0
416,1.0,1,0.21748251748251748,-41.005900000000004,0.0
417,1.0,1,2.5055944055944055,-36.20638,0.0
418,1.0,1,1.7783216783216784,-51.60484,0.0
419,1.0,1,1.216083916083916,-72.60274,0.0
420,1.0,1,0.7685314685314685,93.60064,0.0
421,1.0,1,2.7573426573426576,-99.40006,0.0
422,1.0,1,2.886013986013986,39.20607999999999,0.0
423,1.0,1,1.0818181818181818,40.00599999999999,0.0
424,1.0,1,0.9307692307692308,-47.805220000000006,0.0
425,1.0,1,0.36853146853146856,88.60114,0.0
426,1.0,1,1.5657342657342659,90.40096,0.0
427,1.0,1,1.7811188811188812,-37.40626,0.0
428,1.0,1,0.7125874125874125,-60.60394,0.0
429,1.0,1,1.9937062937062937,40.60594,0.0
430,1.0,1,2.2902097902097904,31.806820000000002,0.0
431,1.0,5,0.886013986013986,6.80932,0.0
432,1.0,1,2.472027972027972,-7.8092200000000105,0.0
433,1.0,1,0.6482517482517482,36.606339999999996,0.0
434,1.0,1,2.804895104895105,70.003,0.0
435,1.0,1,2.1783216783216783,-7.00930000000001,0.0
436,1.0,1,0.3713286713286713,-11.60884,0.0
437,1.0,1,2.6034965034965034,42.20578,0.0
438,1.0,1,0.44965034965034967,88.0012,0.0
439,1.0,1,1.327972027972028,3.80962,0.0
440,1.0,1,2.211888111888112,-50.80492,0.0
441,1.0,1,0.5727272727272728,33.806619999999995,0.0
442,1.0,1,1.5741258741258741,-26.607340000000008,0.0
443,1.0,1,0.279020979020979,-96.80032,0.0
444,1.0,1,2.667832167832168,68.0032,0.0
445,1.0,1,1.4622377622377623,81.0019,0.0
446,1.0,1,2.23986013986014,72.20278,0.0
447,1.0,1,2.242657342657343,-58.804120000000005,0.0
448,1.0,1,2.0188811188811187,80.20198,0.0
449,1.0,1,2.2874125874125877,34.40656,0.0
450,1.0,1,2.746153846153846,83.20168,0.0
451,1.0,1,2.337762237762238,74.80252,0.0
452,1.0,1,0.12797202797202797,-51.0049,0.0
453,1.0,1,2.393706293706294,11.408859999999999,0.0
454,1.0,1,1.3111888111888113,-14.208579999999998,0.0
455,1.0,1,0.34055944055944054,-90.20098,0.0
456,1.0,1,2.595104895104895,65.20348,0.0
457,1.0,1,1.8286713286713288,50.404959999999996,0.0
458,1.0,1,2.374125874125874,86.80132,0.0
459,1.0,1,0.18391608391608394,-33.40666,0.0
460,1.0,1,2.5363636363636366,65.60344,0.0
461,1.0,1,2.4944055944055945,35.806419999999996,0.0
462,1.0,1,2.0244755244755246,41.80582,0.0
463,1.0,1,2.533566433566434,1.80982,0.0
464,1.0,1,0.15874125874125875,7.20928,0.0
465,1.0,1,0.3125874125874126,-73.40266,0.0
466,1.0,1,0.583916083916084,71.40286,0.0
467,1.0,1,2.6902097902097903,-59.80402,0.0
468,1.0,3,0.83006993006993,-50.005,0.0
469,1.0,1,1.397902097902098,53.204679999999996,0.0
470,1.0,1,0.6034965034965035,4.809519999999999,0.0
471,1.0,1,0.2986013986013986,-28.807119999999998,0.0
472,1.0,1,2.6342657342657345,59.404059999999994,0.0
473,1.0,1,2.7853146853146855,-47.005300000000005,0.0
474,1.0,1,1.879020979020979,-32.406760000000006,0.0
475,1.0,1,2.267832167832168,-50.60494,0.0
476,1.0,1,2.312587412587413,-91.40086,0.0
477,1.0,1,1.093006993006993,-52.80472,0.0
478,1.0,1,1.260839160839161,-57.204280000000004,0.0
479,1.0,1,0.2090909090909091,50.804919999999996,0.0
480,1.0,1,2.5615384615384618,85.00150000000001,0.0
481,1.0,1,1.9825174825174825,37.006299999999996,0.0
482,1.0,1,1.7167832167832169,33.006699999999995,0.0
483,1.0,1,2.6006993006993007,60.203979999999994,0.0
484,1.0,1,2.3601398601398604,21.80782,0.0
485,1.0,1,1.3867132867132868,31.40686,0.0
486,1.0,1,0.3237762237762238,11.608839999999999,0.0
487,1.0,1,0.17272727272727273,44.805519999999994,0.0
488,1.0,1,2.2006993006993008,-47.20528,0.0
489,1.0,1,2.8804195804195807,-17.808220000000006,0.0
490,1.0,1,2.7881118881118883,7.0093,0.0
491,1.0,5,0.7993006993006992,28.80712,0.0
492,1.0,1,1.0342657342657342,63.20368,0.0
493,1.0,1,2.8552447552447555,-42.605740000000004,0.0
494,1.0,1,0.7069930069930069,-61.80382,0.0
495,1.0,1,2.56993006993007,-67.60324,0.0
496,1.0,1,1.2580419580419582,-3.609639999999999,0.0
497,1.0,1,2.1083916083916083,37.806219999999996,0.0
498,1.0,1,2.446853146853147,-23.407660000000007,0.0
499,1.0,1,1.4986013986013986,-19.20808000000001,0.0
500,1.0,3,0.8076923076923077,-75.40246,0.0
501,1.0,1,1.5433566433566435,50.20498,0.0
502,1.0,1,1.148951048951049,-59.40406,0.0
503,1.0,1,1.3783216783216785,-12.808720000000008,0.0
504,1.0,1,1.8706293706293706,52.804719999999996,0.0
505,1.0,1,0.8804195804195803,-25.007500000000007,0.0
506,1.0,1,0.3601398601398601,-21.40786,0.0
507,1.0,1,0.4776223776223776,91.20088,0.0
508,1.0,1,0.27622377622377625,27.40726,0.0
